LIMIT_BAL,total_bill,default,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,AGE_BIN,BAL_BIN
80000,275627,1,0,0,0,0,2,2,1,1,1,1,1,0,42428,43780,44462,47829,48230,48898,1,1
50000,98412,1,0,0,-1,-1,2,0,1,1,1,0,1,1,16662,8096,979,18426,35888,18361,1,1
20000,10065,1,2,2,4,4,4,4,0,0,0,0,0,0,1675,1677,1679,1682,1677,1675,1,1
20000,92125,1,0,0,0,0,0,0,1,1,1,1,1,1,15725,16867,17302,18699,9139,14393,1,1
50000,155559,1,-1,0,0,0,0,0,1,1,1,1,1,1,45150,30671,22390,18664,20370,18314,1,1
210000,2428,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,432,443,454,464,443,192,3,2
300000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,3,2
60000,222191,1,0,0,0,0,0,0,1,1,1,1,1,1,55769,56615,54624,18273,18103,18807,1,1
50000,11605,1,1,2,2,0,-1,2,1,0,0,1,0,1,2237,3045,1856,856,2387,1224,1,1
20000,119049,1,2,0,0,0,0,0,1,1,1,1,1,1,19435,19711,19887,20291,19848,19877,2,1
100000,16452,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1498,6161,2167,1767,1491,3368,1,1
440000,5638,1,2,-1,2,-1,-1,-1,1,1,1,1,1,1,789,1561,783,780,936,789,2,2
20000,118433,1,1,2,0,0,0,0,0,1,1,1,1,0,20252,19629,19521,20053,18847,20131,2,1
20000,40078,1,0,0,0,-2,-2,-2,1,0,0,0,0,0,19416,20662,0,0,0,0,2,1
130000,2164,1,-1,-1,-1,0,-1,-1,0,1,0,1,1,1,568,0,534,225,410,427,3,2
100000,568162,1,2,2,2,2,2,2,1,1,1,1,1,1,87611,93462,95017,95961,98284,97827,3,1
50000,17251,1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,1375,1072,21,8022,-44,6805,1,1
50000,271662,1,2,0,0,2,2,2,1,1,0,1,1,0,41833,42649,45923,44877,47653,48727,1,1
140000,277697,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,76924,22984,28345,30287,38351,80806,1,2
80000,52126,1,3,2,2,2,2,0,1,0,1,0,1,1,7846,8748,8438,9075,8824,9195,2,1
30000,83111,1,1,2,0,0,0,0,0,1,1,1,1,1,13355,12845,13846,14116,14425,14524,2,1
70000,47900,1,0,0,0,0,0,0,1,1,1,1,1,1,6126,7061,8133,8489,8866,9225,1,1
30000,99060,1,2,0,0,0,0,0,1,1,1,1,1,1,14567,15591,16903,16933,17437,17629,1,1
10000,34813,1,1,3,2,3,2,0,1,1,0,0,1,1,5557,5823,6084,5846,5600,5903,1,1
20000,72605,1,1,2,2,0,0,-2,1,1,1,0,0,0,21706,22072,21296,7531,0,0,1,1
50000,118684,1,-1,-1,2,0,-1,-1,1,1,1,1,1,1,18999,21689,20780,13611,2380,41225,1,1
10000,50322,1,1,2,0,0,0,0,0,1,0,0,1,0,8981,8282,8570,8549,7810,8130,2,1
50000,111096,1,0,0,0,0,0,0,1,1,1,1,1,1,16233,18973,19605,22155,22740,11390,1,1
50000,182342,1,3,3,4,3,2,5,1,0,0,1,0,0,27170,30186,29409,28632,34028,32917,2,1
60000,335029,1,1,2,0,0,0,0,1,1,1,1,1,1,60467,57839,55336,56001,57116,48270,1,1
80000,403387,1,2,0,0,2,2,0,1,1,1,0,1,1,62319,63820,68259,69548,68293,71148,2,1
10000,45761,1,0,0,0,0,0,0,1,1,1,1,1,1,5795,6852,7718,8098,8303,8995,1,1
420000,58640,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,10490,15521,9016,9525,10173,3915,2,2
60000,157233,1,1,2,3,4,4,3,1,1,1,0,1,1,22044,24405,26700,27973,26934,29177,2,1
220000,5010,1,3,2,2,-2,-2,-2,0,0,0,0,0,0,2508,2502,0,0,0,0,2,2
110000,539461,1,2,2,2,2,2,2,1,1,1,0,1,1,86803,88735,89692,90635,89058,94538,1,1
250000,16262,1,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,16262,0,0,0,0,0,2,2
50000,230605,1,0,0,0,0,0,0,1,1,1,1,1,1,49663,47354,45504,29678,28872,29534,1,1
20000,36416,1,1,2,0,0,0,0,1,1,1,1,1,0,8851,7514,8160,7259,4632,0,2,1
60000,161886,1,0,0,0,0,0,0,1,1,1,1,1,1,26352,26384,27042,27177,27374,27557,3,1
50000,70519,1,0,0,0,2,0,0,1,1,0,1,1,1,16423,15443,12151,10302,9331,6869,1,1
50000,52218,1,1,2,2,0,0,2,1,0,1,1,0,1,7868,8795,8510,8684,9332,9029,3,1
20000,17151,1,2,2,2,-2,-2,-2,1,0,0,0,0,0,13065,4086,0,0,0,0,2,1
300000,5728,1,-1,-1,-1,0,0,-1,1,1,0,0,1,1,403,1718,1523,1032,528,524,2,2
30000,78012,1,0,0,0,0,0,0,1,1,1,1,1,1,6308,9349,12398,15175,15778,19004,2,1
130000,187081,1,0,0,2,0,-1,-1,1,0,1,1,1,0,48639,52386,31249,40045,12457,2305,2,2
60000,41006,1,0,0,0,0,0,0,1,1,1,1,1,0,4552,5580,6606,7165,8024,9079,1,1
50000,299819,1,2,2,3,2,0,0,1,0,0,1,1,1,48919,54011,52311,50789,48069,45720,2,1
50000,184046,1,2,0,0,2,2,2,1,1,1,1,1,1,27719,28476,31098,31595,32225,32933,2,1
80000,478901,1,0,0,0,0,0,0,1,1,1,1,1,0,81287,80386,79068,77830,80326,80004,2,1
140000,799189,1,1,2,0,0,2,2,0,1,1,0,1,0,130256,126771,128178,137028,134716,142240,2,2
200000,7262,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,4138,781,1211,361,381,390,2,2
450000,3112444,1,0,0,0,0,0,0,1,1,1,1,1,1,610742,555104,497149,514266,462684,472499,2,2
80000,91578,1,0,0,0,0,0,0,1,1,1,1,1,1,25456,24537,25225,5237,5562,5561,1,1
160000,568708,1,0,0,0,0,0,0,1,1,1,1,1,1,157311,161500,153221,78500,9810,8366,2,2
240000,288992,1,4,3,2,2,2,2,0,0,1,0,1,1,47743,46708,45648,48885,47989,52019,2,2
200000,1084379,1,3,2,2,2,0,0,1,1,1,1,1,1,176075,179756,178334,177304,181268,191642,3,2
20000,39773,1,2,2,2,2,0,0,1,1,0,1,1,0,2796,5549,6329,6104,9033,9962,3,1
230000,431648,1,0,0,0,0,0,0,1,1,1,1,1,1,87169,88802,87966,57834,57799,52078,2,2
130000,127319,1,2,2,2,2,2,2,1,0,1,0,1,0,18496,21173,20547,22219,21704,23180,2,2
110000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
320000,1271,1,1,-1,2,2,-2,-2,1,0,0,0,0,0,0,698,573,0,0,0,1,2
30000,95030,1,0,0,0,0,0,0,1,1,1,1,1,1,17929,18982,19743,17906,13822,6648,1,1
200000,340705,1,2,0,0,0,0,0,1,1,1,1,1,0,51654,53223,55356,57454,59512,63506,2,2
30000,58826,1,-1,-1,-1,0,0,0,1,1,1,1,1,0,3523,14967,9986,8083,14750,7517,1,1
50000,143995,1,0,0,0,0,0,0,1,1,1,1,1,1,34034,34613,19975,18824,18011,18538,1,1
10000,1067,1,2,2,6,6,6,6,0,0,0,0,0,0,172,177,182,187,177,172,1,1
80000,20333,1,1,2,0,0,0,2,0,1,1,1,0,1,4882,3467,4225,4009,3532,218,1,1
30000,173974,1,1,2,2,2,2,2,0,1,0,1,1,0,28879,28135,30361,27488,29362,29749,1,1
30000,152402,1,0,0,0,0,0,0,1,1,1,1,1,0,21017,25628,26835,25890,25439,27593,2,1
10000,48279,1,2,0,0,2,0,0,1,1,0,1,1,1,9971,9617,9604,7746,5960,5381,3,1
200000,1021840,1,2,2,2,2,2,2,1,1,1,1,1,1,156590,167491,170054,172276,175956,179473,2,2
30000,93441,1,2,2,2,2,2,2,1,0,1,0,1,0,14449,15423,14883,16140,15733,16813,1,1
160000,1299,1,-2,-2,-2,-2,-2,-2,1,1,0,1,1,1,-171,454,249,-126,454,439,3,2
210000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120000,34422,1,-1,-1,-1,-1,-1,2,1,1,1,1,0,1,3236,722,722,10696,9693,9353,1,1
50000,200641,1,0,0,0,0,0,0,1,1,1,1,1,1,49038,50153,43612,19257,20004,18577,2,1
20000,82324,1,2,2,2,2,2,2,0,1,0,1,0,1,12799,12317,14309,13791,14751,14357,1,1
170000,443181,1,1,2,2,2,2,0,1,0,1,0,1,1,91506,90561,86097,64474,55987,54556,2,2
200000,95249,1,-1,0,0,-1,-1,-1,1,1,1,1,1,1,11927,23700,26398,12671,14074,6479,2,2
30000,175848,1,1,2,2,2,2,0,1,1,1,0,1,0,28144,29379,28841,30588,29938,28958,3,1
30000,137025,1,1,2,2,2,0,0,0,1,0,1,1,1,22008,21364,23499,22819,23360,23975,2,1
360000,47728,1,-1,2,-1,0,0,-1,1,1,1,1,1,1,6184,3522,10859,8349,5894,12920,1,2
80000,262379,1,2,2,2,2,2,2,1,1,1,1,1,0,41675,42691,42974,43953,45030,46056,2,1
110000,665709,1,0,0,0,0,0,0,1,1,1,1,1,1,110954,111745,111214,110828,110570,110398,2,1
110000,388465,1,0,0,3,2,2,2,1,0,1,1,1,1,57527,66153,64504,65442,66545,68294,2,1
30000,86364,1,2,0,0,0,0,0,1,1,1,1,1,0,10383,11120,12143,12544,12674,27500,1,1
50000,40546,1,-1,-1,-1,-2,-2,-2,1,0,0,0,0,0,44458,8620,-2576,-3338,-3315,-3303,2,1
200000,78897,1,-1,-1,-1,0,0,-1,1,1,1,0,1,1,2046,1267,69050,3349,1998,1187,3,2
30000,175393,1,2,0,0,0,0,0,1,1,1,1,1,1,27949,30008,30148,29725,28026,29537,1,1
20000,114986,1,2,0,0,0,2,2,1,1,1,1,1,1,20205,16872,18074,19562,19920,20353,2,1
220000,1144607,1,2,2,2,0,0,0,1,0,1,1,1,1,195769,197522,189217,187611,187912,186576,2,2
150000,8777,1,-2,-2,-2,-2,-2,-2,1,1,1,0,0,1,2906,3484,1805,582,0,0,1,2
160000,30794,1,-2,-2,-2,-2,-2,-2,1,1,1,0,1,1,796,802,807,812,0,27577,2,2
30000,99456,1,0,0,0,0,0,-2,1,1,0,0,0,0,25188,26387,26728,21153,0,0,1,1
320000,84220,1,-2,-2,-2,-2,-2,-2,1,1,1,0,0,1,29851,33758,4857,15754,0,0,2,2
20000,24552,1,0,0,0,0,0,-2,1,1,1,0,0,0,3808,4896,7843,8005,0,0,1,1
30000,128810,1,0,0,0,0,0,0,1,1,1,1,1,1,19049,20234,21290,22031,22788,23418,1,1
20000,65269,1,2,2,4,4,3,2,1,1,0,0,1,1,2924,6910,7661,7412,7013,33349,1,1
50000,273593,1,2,2,2,2,2,2,1,1,0,1,0,1,44906,46811,47452,44592,45361,44471,2,1
110000,3846,1,-1,-1,-1,-2,-2,-2,1,0,0,0,0,0,2544,1302,0,0,0,0,2,1
60000,248140,1,0,0,0,0,0,0,1,1,1,1,1,1,59576,66768,65484,17641,19468,19203,2,1
130000,347702,1,2,0,0,2,2,2,1,1,0,1,1,1,53752,55298,58781,57250,61294,61327,2,2
10000,29515,1,0,0,0,0,0,0,1,1,1,1,1,1,3124,4141,5307,5572,5630,5741,2,1
30000,169689,1,2,2,2,0,0,0,1,0,1,1,1,0,24387,28702,27942,28652,29095,30911,2,1
200000,7996,1,-1,0,-1,-1,-1,-1,1,1,0,1,0,0,850,1868,3709,0,1569,0,2,2
120000,257853,1,2,0,0,0,0,2,1,1,1,1,1,0,36857,40233,41250,44051,46687,48775,2,1
30000,211544,1,2,0,0,0,0,0,1,1,1,1,1,1,46888,42417,38589,33590,19915,30145,3,1
280000,16603,1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,1,11979,191,1703,0,2730,0,2,2
100000,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
360000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
30000,15469,1,2,2,6,6,6,6,0,0,0,0,0,0,2575,2578,2580,2583,2578,2575,1,1
180000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
20000,114052,1,0,0,0,0,0,0,1,1,1,1,1,0,17159,18351,19510,19310,19669,20053,2,1
30000,2366,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1052,444,307,240,0,323,2,1
20000,38388,1,1,2,0,0,0,-2,0,1,1,0,0,0,9379,9090,9858,10061,0,0,1,1
190000,338060,1,0,0,2,-1,-1,0,1,0,1,1,1,1,43906,53377,21797,2899,107436,108645,1,2
20000,78248,1,2,2,2,2,2,0,1,0,1,0,1,1,10395,12922,12419,14213,13842,14457,1,1
40000,4544,1,-1,-1,-1,0,0,-1,1,1,0,0,1,0,515,509,1519,996,502,503,1,1
300000,7093,1,-1,-1,-1,-1,-1,-2,1,1,1,0,0,0,1159,3016,2336,582,0,0,2,2
280000,25287,1,-1,-1,2,0,0,-1,1,1,1,0,1,1,5156,8536,6418,492,0,4685,2,2
50000,14610,1,2,2,6,6,6,6,0,0,0,0,0,0,2548,2537,2526,2514,2537,1948,1,1
80000,472891,1,1,2,0,0,0,0,0,1,1,1,1,1,80871,75612,77332,78864,79912,80300,1,1
330000,11932,1,-2,-1,2,2,-2,-1,1,0,1,1,1,0,5,8226,2993,199,0,509,2,2
310000,126387,1,0,-1,-1,0,0,-1,1,1,1,1,1,1,1519,1405,9874,15887,9009,88693,1,2
30000,1527,1,2,2,2,2,2,2,0,0,0,0,0,0,242,253,263,274,253,242,1,1
320000,14746,1,-1,-1,-1,-2,-2,-1,1,1,0,1,1,0,1687,7050,1216,0,2726,2067,2,2
50000,1905,1,-1,2,2,-2,-2,-2,0,0,0,0,0,0,1156,749,0,0,0,0,1,1
100000,474833,1,2,2,0,0,0,0,1,1,1,1,1,1,78354,77717,79133,80221,82396,77012,2,1
40000,241236,1,0,0,0,0,2,0,1,1,1,0,1,1,38332,39238,40106,42092,40768,40700,1,1
250000,14878,1,2,2,2,2,2,2,0,0,0,0,0,0,2490,2481,2472,2464,2481,2490,3,2
180000,14993,1,-1,-1,-1,-1,0,0,1,1,1,0,0,1,4639,1434,409,3183,2831,2497,2,2
120000,48650,1,1,2,0,0,0,0,1,1,1,1,1,0,6285,7012,8726,8784,10723,7120,2,1
30000,14695,1,2,2,6,6,6,6,0,0,0,0,0,0,2437,2447,2458,2469,2447,2437,3,1
50000,4568,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,4568,0,0,0,0,0,1,1
30000,168122,1,2,2,2,2,2,2,1,1,0,1,1,1,26566,27621,27857,27093,29208,29777,3,1
480000,10743,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1786,1790,1794,1797,1790,1786,2,2
50000,110806,1,2,0,0,0,0,0,1,1,1,1,1,1,21141,21795,19637,15838,16028,16367,3,1
300000,10530,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,7878,1142,383,395,372,360,2,2
70000,262035,1,0,0,0,0,0,2,1,1,1,1,1,1,40459,41784,42485,43330,46643,47334,2,1
50000,90697,1,0,0,0,-1,-1,-2,1,1,1,0,0,0,24763,33531,30434,1969,0,0,1,1
30000,136520,1,1,3,2,2,2,2,0,0,1,0,1,1,22538,21900,21274,23570,22873,24365,2,1
150000,595206,1,2,2,2,2,2,2,1,1,1,1,1,1,148369,150563,150244,64627,40148,41255,2,2
20000,45550,1,0,0,3,2,0,0,1,0,0,0,0,1,8187,12327,11852,11197,798,1189,2,1
50000,207833,1,0,0,0,2,0,0,1,1,0,1,1,1,33352,38788,50765,49567,17357,18004,2,1
200000,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
350000,942158,1,1,2,0,0,2,0,1,1,1,1,1,1,334481,322879,254499,11529,8486,10284,2,2
470000,1071999,1,0,0,0,0,0,0,1,1,1,1,1,1,170839,172363,177601,182113,183448,185635,2,2
200000,853176,1,0,0,0,0,0,2,1,1,1,1,1,1,132599,135291,139724,142599,149899,153064,2,2
20000,60464,1,2,0,0,-1,-1,-1,1,1,1,1,0,1,19889,19827,19923,413,412,0,2,1
100000,425898,1,2,2,2,2,2,2,1,1,1,1,1,1,67632,69206,70590,71615,72674,74181,2,1
240000,26285,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,7291,809,442,11626,9420,-3303,2,2
110000,536024,1,1,2,0,0,0,0,0,1,1,1,1,1,112857,108106,110350,109027,48674,47010,2,1
30000,102098,1,1,3,2,0,0,0,0,1,1,1,1,0,15793,15243,15694,16924,18305,20139,2,1
100000,87155,1,-1,2,0,0,-1,0,0,1,0,1,1,1,1863,1702,2520,-488,40400,41158,2,1
50000,128411,1,2,2,2,2,2,2,0,1,0,1,0,1,19783,19156,21839,21178,23480,22975,3,1
250000,2896,1,-2,-2,-2,-2,-2,-2,1,0,0,0,0,0,42,2563,83,103,63,42,3,2
20000,66560,1,1,2,2,2,2,0,1,1,1,0,1,1,9438,10111,10680,12174,11716,12441,3,1
300000,1364183,1,0,0,0,0,0,0,1,1,1,1,1,1,269762,275734,282760,288934,123200,123793,3,2
180000,2168,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,352,360,368,376,360,352,3,2
160000,680902,1,1,2,2,2,0,0,1,1,0,1,1,1,142796,146651,148968,144132,48568,49787,3,2
410000,2188360,1,0,0,0,0,0,0,1,1,1,1,1,1,429419,425925,411525,371576,308918,240997,3,2
50000,244679,1,0,0,0,2,2,-2,1,1,1,1,1,1,50820,50703,51403,49957,21955,19841,3,1
80000,401812,1,2,2,2,0,0,2,1,1,1,1,1,1,74860,80450,78238,66037,50737,51490,1,1
50000,25018,1,2,0,0,-2,-1,-1,1,0,0,1,1,0,8749,4406,0,0,5430,6433,1,1
30000,98879,1,2,0,0,2,-1,-1,1,1,1,1,0,0,23207,24330,25601,25640,101,0,1,1
200000,991799,1,0,0,0,0,0,2,1,1,1,1,1,0,205736,199369,132943,145085,153030,155636,1,2
80000,421200,1,2,0,0,0,0,0,1,1,1,1,1,1,73952,77513,99181,73981,48030,48543,1,1
40000,65383,1,2,2,2,0,0,0,1,1,1,1,1,0,8128,9139,9812,11311,12665,14328,1,1
30000,172720,1,0,0,0,2,0,0,1,1,0,1,1,1,27208,27608,30422,29330,29431,28721,1,1
90000,401269,1,2,2,0,0,0,2,0,1,1,1,0,1,65527,63869,65205,66613,70652,69403,1,1
50000,237729,1,2,0,0,0,0,0,1,1,1,1,1,1,48691,48578,45470,38577,28080,28333,1,1
110000,663627,1,2,2,2,2,2,2,1,1,1,1,0,1,107382,109601,111650,112280,113032,109682,1,1
120000,1961,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,330,327,325,322,327,330,1,1
90000,453104,1,2,0,0,0,0,2,1,1,1,1,1,1,75657,75428,74035,75099,77140,75745,2,1
50000,146416,1,3,2,2,2,0,0,0,1,1,1,1,0,22623,21961,24481,24687,25287,27377,1,1
60000,48095,1,0,0,2,2,0,0,1,1,0,1,1,1,4307,7227,8467,8196,9029,10869,1,1
460000,2585382,1,0,0,0,0,0,0,1,1,1,1,1,1,442299,449792,450043,453759,396602,392887,2,2
90000,518879,1,1,2,2,3,2,2,1,1,0,1,1,0,79000,84592,89636,87311,88287,90053,2,1
130000,689517,1,2,2,2,2,0,0,0,1,0,1,1,1,112590,109151,118559,115049,115813,118355,2,2
20000,92845,1,2,2,2,0,0,0,1,0,1,1,0,1,16503,19214,18621,19462,20020,-975,2,1
120000,149894,1,0,0,0,0,0,2,1,1,1,1,0,1,24478,26732,28967,30018,33713,5986,2,1
30000,142744,1,2,2,2,2,0,0,0,1,0,0,0,0,30085,26284,28898,22448,17524,17505,1,1
180000,3016,1,-2,-2,-2,-2,-2,-2,0,0,0,1,1,1,379,0,0,0,486,2151,2,2
230000,11626,1,1,-2,-2,-1,-1,-1,0,0,1,1,1,1,-5,6,16,4899,4881,1829,2,2
230000,2825,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,463,470,476,483,470,463,2,2
20000,77844,1,1,2,2,2,0,0,1,1,1,1,0,1,10942,11457,13163,13644,14431,14207,2,1
130000,3286,1,-1,-1,-1,2,0,-1,1,1,0,0,1,1,374,356,1117,709,356,374,2,2
300000,24770,1,-1,-1,-2,-1,-1,-1,0,0,1,1,0,1,21705,37,44,1635,1349,0,2,2
180000,2681,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,1,2681,0,0,0,0,0,1,2
60000,4048,1,-1,2,2,2,2,-1,0,0,0,0,1,0,2111,176,180,183,176,1222,2,1
420000,2423785,1,2,0,0,0,0,0,1,1,1,1,1,1,412265,414589,409011,411968,402881,373071,2,2
170000,342,1,-2,-2,-2,-2,-2,-2,0,0,0,0,1,1,0,0,0,0,0,342,2,2
180000,3477,1,-1,2,-1,-1,-1,-1,0,1,1,1,1,1,1603,370,382,393,370,359,2,2
200000,2503,1,2,2,-2,-2,-2,-2,0,0,0,0,0,0,2503,0,0,0,0,0,2,2
50000,247538,1,2,2,2,2,2,2,1,1,0,1,0,1,47698,48919,49349,48058,27042,26472,2,1
80000,354995,1,2,2,0,0,0,0,1,1,1,1,1,1,81486,78119,76042,61856,29167,28325,2,1
220000,217284,1,2,2,0,0,0,2,0,1,1,1,1,1,34525,33674,34924,36342,38742,39077,2,2
20000,143068,1,2,2,3,2,2,0,1,0,1,0,1,1,21680,24431,23767,23991,23294,25905,2,1
90000,1109,1,-1,2,-1,-1,-2,-2,0,1,0,0,0,0,381,226,502,0,0,0,2,1
50000,234917,1,0,0,0,0,0,0,1,1,1,1,1,1,46775,47756,48984,50556,20204,20642,3,1
140000,740844,1,0,0,0,0,0,0,1,1,1,1,1,1,142282,144426,143732,125157,94006,91241,3,2
140000,6381,1,-2,-2,-2,-2,-2,-2,1,0,1,0,1,1,1301,385,0,3811,0,884,2,2
470000,20860,1,0,-1,-1,-1,-1,-1,1,1,1,1,0,1,3377,1333,7609,6625,1916,0,2,2
320000,14818,1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,8383,2834,986,904,847,864,3,2
110000,2782,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,450,470,491,511,860,0,3,1
60000,32735,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,735,745,755,766,745,28989,3,1
220000,1303823,1,2,0,0,0,0,0,1,1,1,1,1,1,220413,223708,223220,215069,210910,210503,3,2
360000,783797,1,3,2,2,0,0,0,1,0,1,1,1,1,245152,244599,156858,63874,64453,8861,1,2
60000,125389,1,0,0,0,0,-2,-2,1,1,0,0,0,1,57799,51306,16327,-11,-15,-17,2,1
360000,12474,1,3,2,2,2,2,2,0,0,0,0,0,0,2505,2498,2490,2483,2498,0,2,2
20000,30290,1,0,0,-1,-1,0,0,1,1,1,1,1,1,7343,7786,658,4509,6506,3488,1,1
80000,287118,1,1,2,2,0,0,0,1,0,1,1,1,1,38147,39211,38290,42574,86950,41946,1,1
20000,108693,1,0,0,2,2,0,0,1,1,0,1,1,1,15482,17995,19102,18492,18606,19016,1,1
20000,36138,1,2,2,2,0,0,-2,1,0,1,0,0,0,7195,9542,9269,10132,0,0,1,1
360000,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
120000,287279,1,2,2,2,2,2,2,1,1,0,1,0,1,58940,53344,50147,44006,43439,37403,2,1
80000,3861,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,395,387,379,1918,387,395,2,1
100000,450548,1,2,2,0,0,0,0,0,1,1,1,1,0,94268,78734,65748,67043,69944,74811,2,1
150000,54671,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,22148,10924,10325,5938,3116,2220,2,2
60000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,1,0,0,0,0,0,0,1,1
30000,263726,1,-1,0,0,0,2,0,1,1,1,1,1,0,38420,20865,56302,59158,58051,30930,1,1
80000,449685,1,0,0,0,0,0,0,1,1,1,1,1,1,90935,93218,81208,80746,63161,40417,2,1
20000,118794,1,0,0,0,0,0,0,1,1,1,1,1,1,19629,19727,19982,20092,19505,19859,2,1
150000,332893,1,1,2,2,2,2,2,1,1,1,0,1,1,52732,54279,55829,56337,54814,58902,2,2
50000,255036,1,2,2,2,0,0,0,1,0,1,1,1,1,47252,50645,49556,49456,19900,38227,1,1
210000,50614,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,6527,3714,10439,8889,12011,9034,2,2
360000,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
50000,252582,1,1,2,2,2,0,0,0,1,0,1,1,0,47512,46454,50396,49089,28700,30431,1,1
20000,106053,1,0,0,0,0,0,0,1,1,1,1,1,1,18355,17702,18819,18315,17276,15586,2,1
140000,3749,1,-1,-1,-1,2,0,0,1,1,1,0,1,0,279,366,746,821,458,1079,2,2
240000,19950,1,2,2,-1,-1,0,0,1,1,1,0,0,1,7144,6869,857,2530,1693,857,2,2
140000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
50000,198042,1,2,2,2,2,2,2,0,1,0,1,1,1,31499,30700,33287,32454,34603,35499,2,1
250000,275502,1,1,2,0,0,0,0,0,1,1,1,1,1,65138,62282,39896,34471,34834,38881,2,2
20000,90484,1,2,0,0,0,0,2,1,1,1,1,1,0,12740,13472,14807,15553,16788,17124,2,1
270000,795223,1,2,0,0,0,0,0,1,1,1,1,1,1,160078,156350,159221,165473,76148,77953,2,2
450000,32033,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,8059,4069,5299,4802,3335,6469,2,2
200000,1998,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,334,333,332,332,333,334,2,2
50000,219302,1,0,0,0,0,0,0,1,1,1,1,1,1,43580,43409,46696,48967,20046,16604,2,1
260000,1541367,1,0,0,0,0,0,2,1,1,1,1,1,1,261383,264201,244208,248942,263603,259030,3,2
50000,200474,1,0,0,0,0,0,0,1,1,1,1,1,1,40218,41262,37116,32948,26662,22268,3,1
110000,615545,1,0,0,0,0,2,0,1,1,1,0,1,1,51738,113418,111717,115097,111834,111741,3,1
460000,88709,1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,343,843,304,44530,36081,6608,3,2
250000,195910,1,2,2,2,2,0,0,0,1,0,1,1,1,29876,29099,33299,32468,34613,36555,3,2
500000,458307,1,2,2,2,2,2,2,1,1,1,1,1,1,70159,74863,76473,77619,78748,80445,3,2
600000,2742682,1,2,2,2,0,0,0,1,0,1,1,1,1,458681,467183,458899,469745,447163,441011,3,2
20000,63248,1,1,2,0,0,2,2,0,1,1,0,1,0,9531,9241,10787,12378,11927,9384,1,1
90000,216633,1,2,0,0,2,2,0,1,1,1,0,1,1,48946,37097,36405,34298,30847,29040,3,1
60000,3332,1,1,-1,3,2,0,-1,1,0,0,0,1,1,0,981,985,673,349,344,1,1
130000,702086,1,0,0,0,0,0,0,1,1,1,1,1,1,120262,112069,114500,116825,117865,120565,1,2
90000,111067,1,0,0,0,0,0,0,1,1,1,0,1,1,18539,14253,25582,21953,19700,11040,1,1
90000,34790,1,0,-1,0,0,0,-1,1,1,1,1,1,0,3291,6770,3429,8681,5406,7213,1,1
280000,1050,1,1,-1,-1,-1,0,0,1,0,1,0,0,0,0,268,0,376,206,200,2,2
